2.000000,0.000000,0.000000,0.000000,0.000000,8236,8236
9.000000,1.000000,0.000000,0.000000,0.000000,679,679
1.000000,0.000000,0.000000,0.000000,0.000000,26871,26871
3.000000,0.000000,1.000000,0.000000,0.000000,14073,14073
1.000000,0.000000,0.000000,0.000000,0.000000,17549,17549
1.000000,0.000000,0.000000,0.000000,0.000000,10014,10014
2.000000,0.000000,0.000000,0.000000,0.000000,26754,26754
1.000000,0.000000,0.000000,0.000000,0.000000,2669,2669
1.000000,0.000000,0.000000,0.000000,0.000000,15820,15820
2.000000,0.000000,0.000000,0.000000,0.000000,3745,3745
1.000000,0.000000,0.000000,0.000000,0.000000,13265,13265
1.000000,0.000000,0.000000,0.000000,0.000000,22246,22246
1.000000,0.000000,0.000000,0.000000,0.000000,1272,1272
2.000000,0.000000,0.000000,0.000000,0.000000,13460,13460
5.000000,0.000000,0.000000,0.000000,0.000000,16103,16103
4.000000,0.000000,0.000000,0.000000,0.000000,3254,3254
1.000000,0.000000,0.000000,0.000000,0.000000,22337,22337
1.000000,0.000000,0.000000,0.000000,0.000000,18180,18180
1.000000,0.000000,0.000000,0.000000,0.000000,8991,8991
1.000000,0.000000,0.000000,0.000000,0.000000,23530,23530
1.000000,0.000000,0.000000,0.000000,0.000000,6961,6961
1.000000,0.000000,0.000000,0.000000,0.000000,1253,1253
3.000000,0.000000,0.000000,0.000000,0.000000,23338,23338
2.000000,0.000000,0.000000,0.000000,0.000000,2173,2173
1.000000,0.000000,0.000000,0.000000,0.000000,14161,14161
2.000000,0.000000,0.000000,0.000000,0.000000,16096,16096
1.000000,0.000000,0.000000,0.000000,0.000000,25372,25372
7.000000,0.000000,0.000000,0.000000,0.000000,12220,12220
3.000000,0.000000,0.000000,0.000000,0.000000,15980,15980
1.000000,0.000000,0.000000,0.000000,0.000000,4709,4709
1.000000,0.000000,0.000000,0.000000,0.000000,25941,25941
1.000000,0.000000,0.000000,0.000000,0.000000,23284,23284
1.000000,0.000000,0.000000,0.000000,0.000000,10329,10329
1.000000,0.000000,0.000000,0.000000,0.000000,8842,8842
1.000000,0.000000,0.000000,0.000000,0.000000,13757,13757
2.000000,0.000000,0.000000,0.000000,0.000000,6621,6621
1.000000,0.000000,0.000000,0.000000,0.000000,15661,15661
1.000000,0.000000,0.000000,0.000000,0.000000,6096,6096
1.000000,0.000000,0.000000,0.000000,0.000000,28899,28899
3.000000,0.000000,0.000000,0.000000,0.000000,14360,14360
1.000000,0.000000,0.000000,0.000000,0.000000,23878,23878
